id,name,descr,file_format_code,model,file_txt,module_id,module_name,template_typ_code,lang_code,is_active,cr_by,cr_dtimes
1131,Modèle de carte INU,Modèle de carte INU,html,,"<!DOCTYPE html>
<html>
<head>
	<meta charset=""utf-8"">
	<meta name=""viewport"" content=""width=device-width, initial-scale=1"">
	<title>Modèle de Carte INU</title>
<style>
.main-table {
	margin-left: 60px;;
	width: 600px;
	height: 350px;
	border: 1px solid black;
}
.cir {
	display: inline-block;
	border-radius: 60px;
	box-shadow: 0px 0px 2px #000000;
	padding: 0.5em 0.6em;
}
.name-head-color {
	color: black;
}
.head-title {
	margin-left: -85px;
}
.bar-code-padding {
	margin-top: 20px;
	margin-left: 20px;
}
.top-buffer {
	margin-left:10px;
}
</style>
</head>

<body>
<table class=""main-table"">
<tr>
<td>&nbsp;
<div class=""cir""><font size=""1"">Logo</font></div>
</td>
<td><label class=""name-head-color""><font size=""5""class="" head-title""> &nbsp;&nbsp; R&eacute;publique de Guin&eacute;e &nbsp;&nbsp; </font>
</label></td>
<td rowspan=""4"">
<div>
<div style=""border: solid black 1px; height: 150px; width: 120px;"">
<img src = $!ApplicantPhoto style=""width: 120px; height: 150px"">
</div>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>INU&nbsp;:&nbsp;</b></label> <span class=""name-color""> $!UIN </span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Nom&nbsp;:&nbsp;</b></label> 
<span class=""name-color""> $!lastName_fra</span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Pr&eacute;noms&nbsp;:&nbsp;</b></label> 
<span class=""name-color""> $!firstName_fra</span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Date de naissance&nbsp;:&nbsp;</b></label>
<span>$!dateOfBirth</span>
</div>
</td>
</tr>
<tr>
<td colspan=""2"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Genre&nbsp;:&nbsp;</b></label> <span>$!gender_fra</span> 
</div>
</td>
</tr>
<tr>
<td colspan=""3"">
<div class=""row"" style=""margin-right: 0px; margin-left: -10px;"">
<div class=""col-md-2 top-buffer"">
<div class=""block top-buffer"">
<table>
<tr>
<td><label class=""name-head-color""><b>Adresse&nbsp;:&nbsp;</b></label>
</td>
<td><span>$!addressLine1_fra, $!city_fra, $!postalCode $!province_fra, $!region_fra,</span></td>
</tr>
</table>
</div>
</div>
</div>
</td>
</tr>
</table>
<div>&nbsp;</div>
<table class=""main-table"" style=""height: 300px"">
<tr>
<td>
<div style=""margin-left: 10px; margin-right: 10px; border: solid black 1px; height: 250px; width: 250px;"">
<div class=""col-md-6"">
<div class=""bar-code-padding""></div>
<img src=$!QrCode style=""width: 250px; height: 250px; margin-top: -20px"">
</div>
</div>
</td>
<td>
<div class=""name-head-color col-md-6"">
<br> Cette carte a &eacute;t&eacute; &eacute;mise par WURI GUINEE
<br> Pour toute question, veuillez nous contacter au :
<br> <b>Email&nbsp;:&nbsp;</b>contact@wuriguinee.com 
<br> <b>T&eacute;l&eacute;phone&nbsp;:&nbsp;</b>+224622227491
<br> <b>Adresse&nbsp;:&nbsp;</b>R&eacute;sidence Corail, Camayenne - Commune Dixinn, Conakry - Guin&eacute;e
</div>
</td>
</tr>
</table>
</body>
</html>",10003,Processeur dinscription,RPR_UIN_CARD_TEMPLATE,fra,TRUE,superadmin,now()
1132,Modèle pour courrier électronique de problème technique,Modèle pour courrier électronique de problème technique,txt,,"Cher(e) $!name_fra,
Votre INU a été désactivé.Si vous souhaitez le réactiver, veuillez nous contacter au incident@wuriguinee.com ou +224622227491.",10003,Processeur dinscription,RPR_UIN_DEAC_SMS,fra,TRUE,superadmin,now()
1133,Modèle pour courrier électronique de problème technique,Modèle pour courrier électronique de problème technique,txt,,"Cher(e) $!name_fra,
Votre INU a été désactivé.Si vous souhaitez le réactiver, 
veuillez nous contacter au incident@wuriguinee.com ou +224622227491.Merci",10003,Processeur dinscription,RPR_UIN_DEAC_EMAIL,fra,TRUE,superadmin,now()
1134,Modèle pour courrier électronique de problème technique,Modèle pour courrier électronique de problème technique,txt,,"Cher(e) $!name_fra,
Votre INU a été réactivé.Pour toute question, veuillez nous contacter au incident@wuriguinee.com ou +224622227491.",10003,Processeur dinscription,RPR_UIN_REAC_SMS,fra,TRUE,superadmin,now()
1135,Modèle pour courrier électronique de problème technique,Modèle pour courrier électronique de problème technique,txt,,"Cher $!name_fra,
Votre INU a été réactivé.Pour toute question, veuillez nous contacter au incident@wuriguinee.com ou +224622227491.
Merci",10003,Processeur dinscription,RPR_UIN_REAC_EMAIL,fra,TRUE,superadmin,now()
1136,Modèle SMS d'accusé de réception,Modèle de confirmation dinscription,txt,velocity,"Cher(e) ${ResidentName},
Merci de vous être inscrit sur la plateforme d’identité numérique WURI GUINEE. 
Votre identifiant d''inscription est ""${RID}"". 
Vos détails démographiques sont :
1.Date d'enregistrement:${Date}
2.Nom et Prénoms:${name}
3.Date de naissance:${DOB}
4.Genre:${Gender}
5.Adresse :${AddressLine1}
6.Ville:${City}
7.code postal - Province: ${PostalCode} - ${Province}
8.Région:${Region}
9.Téléphone:${Mobile}
10.Email:${Email}",10005,Inscription,reg-sms-notification,fra,TRUE,superadmin,now()
1137,Modèle de courrier électronique d'accusé de réception,Modèle de confirmation d inscription,txt,velocity,"Cher(e) ${ResidentName},
Merci de vous être inscrit sur la plateforme d’identité numérique WURI GUINEE. 
Votre identifiant d''inscription est ""${RID}"". 
Vos détails démographiques sont :
1.Date d'enregistrement:${Date}
2.Nom et Prénoms:${name}
3.Date de naissance:${DOB}
4.Genre:${Gender}
5.Adresse :${AddressLine1}
6.Ville:${City}
7.code postal - Province: ${PostalCode} - ${Province}
8.Région:${Region}
9.Numéro de portable:${Mobile}
10.Email:${Email}",10005,Inscription,reg-email-notification,fra,TRUE,superadmin,now()
1138,enregistrement Modèle de remerciement - Partie 1,Accusé de réception généré après lenregistrement - Partie 1,txt,velocity,"<!DOCTYPE html><html><head><style>body{font-family:""Roboto"";}table, .head{font-size:13px;}.previewPhoto{float:right;position:absolute;top:220px;}.photo{float:right;position:absolute;top:280px;}
.applicantPhoto{position:absolute;top:-35px;left:500px;}
.applicantPhotoLabel{color:#808080;font-size:10px;position:absolute;white-space:nowrap;top:-70px;left:520px;}
.parentPhotoLabel{color:#808080;font-size:10px;position:absolute;white-space:nowrap;top:-70px;left:625px;}
.applicantPhotoLabel2{color:#808080;font-size:10px;position:absolute;white-space:nowrap;top:-70px;left:650px;}
.parentPhoto{position:absolute;top:-35px;left:630px;}
.form{display:inline-block;}.section{align:center;padding:30px;width:800px;margin:auto;}.headings{color:#808080;font-size:10px;}p{display:inline;}.dataTable{word-wrap:break-word;table-layout:fixed;width:70%;}.headerTable{width:90%;}.uinHeaderTable{width:100%;}h5{display:inline;position:absolute;}.iris{top:-15px;left:152px;}.irisWithoutException{top:-15px;left:114px;}.tableWithoutException{width:50%;text-align:center;table-layout:fixed;margin:0 auto;}.biometricsTable{width:100%;text-align:center;table-layout:fixed;}.biometrics{position:relative;}.leftLittle{top:15px;left:90px;}.leftRing{top:3px;left:103px;}.leftMiddle{top:-7px;left:119px;}.leftIndex{top:3px;left:132px;}.rightIndex{top:3px;left:105px;}.rightMiddle{top:-7px;left:119px;}.rightRing{top:3px;left:132px;}.rightLittle{top:15px;left:146px;}.leftThumb{top:-4px;left:105px;}.rightThumb{top:-4px;left:130px;}.parentStyle{top:-15px;left:152px;}.parentIris1{top:-15px;left:212px;}.parentIris2{top:-15px;left:214px;}li span{color:black;font-size:12px;} li{color:lightgrey}button{float:right;font-size:12px;border:none;background-color:transparent;outline:none;}button:active{background-color:black;color:white;}.modify{float:right;}.bottom{vertical-align:bottom;}.consent-block{font-size:13px;border-radius: 8px;margin-top: 10px;margin-bottom: 10px;border: 2px solid #E88E3F;padding-top: -50px;padding:10px;}
.consent-text{margin-left: 7px;margin-bottom: 4px;}
input[type=""radio""] {display: none;}
input[type=""radio""] + label:before { content: """"; display: inline-block; width: 15px; height: 15px; padding: 3px; margin-right: 5px; background-clip: content-box; border: 1px solid grey; background-color: #fff; border-radius: 50%;}
input[type=""radio""]:checked + label:before { background-color: #FF4081; border-color:#FF4081;}
*,*:before,*:after { box-sizing: border-box;}
.consent-block label { display: inline-flex; align-items: center;}
</style><script>function changeColour(element) { var div = document.getElementById(""radioId""); if(element.value == ""yes""){div.style = ""border: 2px solid #68A933"";}
if(element.value == ""no""){div.style = ""border: 2px solid #FF0000"";}}
document.onreadystatechange = function () {if(document.readyState === ""complete""){var body = document.getElementsByTagName(""body"")[0]; body.addEventListener(""dragstart"", function(event) {event.preventDefault();}); body.addEventListener(""selectstart"", function(event) {event.preventDefault();});}}</script></head>",10005,Inscription,reg-ack-template-part1,fra,TRUE,superadmin,now()
1139,enregistrement Modèle de remerciement - Partie 2,Accusé de réception généré après lenregistrement - Partie 2,txt,velocity,"<body><div class=""section""><div class=""form"">
<table ${AckReceipt} class=""${headerTable}""><tr><td class=""bottom""><img src=""${QRCodeSource}"" width=""85"" height=""85""/></td><td class=""bottom""><p class=""headings"">${RIDPrimLabel} / ${RIDSecLabel}</p><br/>${RID}</td><td ${UINUpdate} class=""bottom""><p class=""headings"">${UINPrimLabel} / ${UINSecLabel}</p><br/>${UIN}</td><td class=""bottom""><p class=""headings"">${DatePrimLabel} / ${DateSecLabel}</p><br/>${Date}</td></tr></table>
<table ${Preview} class=""headerTable""><tr><td ${IsUINUpdate}><p class=""headings"">${PreRegIDPrimLabel} / ${PreRegIDSecLabel}</p><br/>${PreRegID}</td><td><p class=""headings"">${DatePrimLabel} / ${DateSecLabel}</p><br/>${Date}</td></tr></table>
<br/><hr/><p class=""head""><b>${DemographicInfo}</b></p><div ${Preview} class=""modify""><img src=""${ModifyImageSource}"" border=""0"" width=""15"" height=""15""/><button id=""modifyDemographicInfo"">${Modify}</button></div><hr/>
<table class=""dataTable""><tr><td><p class=""headings"">${FullNamePrimLabel} / ${FullNameSecLabel}</p><br/>${FullName}<br/>${FullNameSec}</td><td><p class=""headings"">${GenderPrimLabel} / ${GenderSecLabel}</p><br/>${Gender}<br/>${GenderSec}</td></tr><tr><td><p class=""headings"">${DOBPrimLabel} / ${DOBSecLabel}</p><br/>${DOB}</td><td><p class=""headings"">${AgePrimLabel} / ${AgeSecLabel}</p><br/>${Age} ${YearsPrim} ${YearsSec}</td></tr><tr><td><p class=""headings"">${ForiegnerPrimLabel} / ${ForiegnerSecLabel}</p><br/>${ResidenceStatus}<br/>${ResidenceStatusSec}</td><td><p class=""headings"">${AddressLine1PrimLabel} / ${AddressLine1SecLabel}</p><br/>${AddressLine1}<br/>${AddressLine1Sec}</td></tr><tr><td><p class=""headings"">${AddressLine2PrimLabel} / ${AddressLine2SecLabel}</p><br/>${AddressLine2}<br/>${AddressLine2Sec}</td><td><p class=""headings"">${RegionPrimLabel} / ${RegionSecLabel}</p><br/>${Region}<br/>${RegionSec}</td></tr><tr><td><p class=""headings"">${ProvincePrimLabel} / ${ProvinceSecLabel}</p><br/>${Province}<br/>${ProvinceSec}</td><td><p class=""headings"">${LocalAuthorityPrimLabel} / ${LocalAuthoritySecLabel}</p><br/>${LocalAuthority}<br/>${LocalAuthoritySec}</td></tr><tr><td><p class=""headings"">${MobilePrimLabel} / ${MobileSecLabel}</p><br/>${Mobile}</td><td><p class=""headings"">${PostalCodePrimLabel} / ${PostalCodeSecLabel}</p><br/>${PostalCode}</td></tr><tr><td><p class=""headings"">${EmailPrimLabel} / ${EmailSecLabel}</p><br/>${Email}</td><td><p class=""headings"">${CNIEPrimLabel} / ${CNIESecLabel}</p><br/>${CNIE}</td></tr><tr ${WithParent}><td><p class=""headings"">${ParentNamePrimLabel} / ${ParentNameSecLabel}</p><br/>${ParentName}<br/>${ParentNameSec}</td><td><p class=""headings"">${ParentUINPrimLabel} / ${ParentUINSecLabel}</p><br/>${ParentUIN}</td></tr></table>
<br/><p ${DocumentsEnabled} class=""head""><b>${DocumentsPrimLabel}</b></p><div ${DocumentsEnabled} ${Preview} class=""modify""><img src=""${ModifyImageSource}"" border=""0"" width=""15"" height=""15""/><button id=""modifyDocuments"">${Modify}</button></div><hr ${DocumentsEnabled}/>
<table ${DocumentsEnabled}><tr><td><p class=""headings"">${DocumentsPrimLabel} / ${DocumentsSecLabel}</p><br/>${Documents}<br/>${DocumentsSec}</td></tr></table>
<br/><p ${BiometricsEnabled} class=""head""><b>${BiometricsPrimLabel}</b></p><div ${BiometricsEnabled} ${Preview} class=""modify""><img src=""${ModifyImageSource}"" border=""0"" width=""15"" height=""15""/><button id=""modifyBiometrics"">${Modify}</button></div><hr ${BiometricsEnabled}/>
<table ${BiometricsEnabled}><tr><td><p class=""headings"">${BiometricsPrimLabel} / ${BiometricsSecLabel}</p><br/>${Biometrics}<br/>${BiometricsSec}</td></tr></table>
<table ${IrisDisabled}><tr><td><p class=""headings"">${ExceptionPhotoPrimLabel} / ${ExceptionPhotoSecLabel}</p></td></tr><tr><td><img src=""${ExceptionImageSource}"" border=""0"" width=""80"" height=""80""/></td></tr></table>",10005,Inscription,reg-ack-template-part2,fra,TRUE,superadmin,now()
1140,enregistrement Modèle de remerciement - Partie 3,Accusé de réception généré après lenregistrement - Partie 3,txt,velocity,"<table ${IrisEnabled} ${WithException} class=""biometricsTable""><tr ${AckReceipt}><td><p class=""headings"">${ExceptionPhotoPrimLabel} / ${ExceptionPhotoSecLabel}</p></td><td ${parentLeftEye}><p class=""headings"">${LeftEyePrimLabel} / ${LeftEyeSecLabel}</p></td><td ${parentRightEye}><p class=""headings"">${RightEyePrimLabel} / ${RightEyeSecLabel}</p></td></tr><tr ${Preview}><td><p class=""headings"">${ExceptionPhotoPrimLabel} / ${ExceptionPhotoSecLabel}</p></td><td ${leftEyeCaptured}><p class=""headings"">${LeftEyePrimLabel} / ${LeftEyeSecLabel}</p></td><td ${rightEyeCaptured}><p class=""headings"">${RightEyePrimLabel} / ${RightEyeSecLabel}</p></td></tr><tr ${AckReceipt}><td><img src=""${ExceptionImageSource}"" border=""0"" width=""80"" height=""80""/></td><td ${parentLeftEye}><div class=""biometrics""><h5 class=""${irisWithException}"">${LeftEye}</h5><img src=""${EyeImageSource}"" border=""0"" width=""85"" height=""80""/></div></td><td ${parentRightEye}><div class=""biometrics""><h5 class=""${irisWithException}"">${RightEye}</h5><img src=""${EyeImageSource}"" border=""0"" width=""85"" height=""80""/></div></td>
</tr><tr ${Preview}><td><img src=""${ExceptionImageSource}"" border=""0"" width=""80"" height=""80""/></td><td ${leftEyeCaptured}><img src=""${CapturedLeftEye}"" border=""0"" width=""85"" height=""80""/></td><td ${rightEyeCaptured}><img src=""${CapturedRightEye}"" border=""0"" width=""85"" height=""80""/></td></tr></table>
<table ${IrisEnabled} class=""tableWithoutException"" ${WithoutException}><tr ${AckReceipt}><td ${parentLeftEye}><p class=""headings"">${LeftEyePrimLabel} / ${LeftEyeSecLabel}</p></td><td ${parentRightEye}><p class=""headings"">${RightEyePrimLabel} / ${RightEyeSecLabel}</p></td></tr><tr ${Preview}><td ${leftEyeCaptured}><p class=""headings"">${LeftEyePrimLabel} / ${LeftEyeSecLabel}</p></td><td ${rightEyeCaptured}><p class=""headings"">${RightEyePrimLabel} / ${RightEyeSecLabel}</p></td></tr><tr ${AckReceipt}><td ${parentLeftEye}><div class=""biometrics""><h5 class=""${irisStyle}"">${LeftEye}</h5><img src=""${EyeImageSource}"" border=""0"" width=""85"" height=""80""/></div></td><td ${parentRightEye}><div class=""biometrics""><h5 class=""${irisStyle}"">${RightEye}</h5><img src=""${EyeImageSource}"" border=""0"" width=""85"" height=""80""/></div></td></tr><tr ${Preview}><td ${leftEyeCaptured}><img src=""${CapturedLeftEye}"" border=""0"" width=""85"" height=""80""/></td><td ${rightEyeCaptured}><img src=""${CapturedRightEye}"" border=""0"" width=""85"" height=""80""/></td></tr></table>
<table ${FingerprintsCaptured} class=""biometricsTable""><tr ${AckReceipt}><td ${parentLeftSlap}><p class=""headings"">${LeftPalmPrimLabel} / ${LeftPalmSecLabel}</p></td><td ${parentRightSlap}><p class=""headings"">${RightPalmPrimLabel} / ${RightPalmSecLabel}</p></td><td ${parentThumbs}><p class=""headings"">${ThumbsPrimLabel} / ${ThumbsSecLabel}</p></td></tr><tr ${Preview}><td ${leftSlapCaptured}><p class=""headings"">${LeftPalmPrimLabel} / ${LeftPalmSecLabel}</p></td><td ${rightSlapCaptured}><p class=""headings"">${RightPalmPrimLabel} / ${RightPalmSecLabel}</p></td><td ${thumbsCaptured}><p class=""headings"">${ThumbsPrimLabel} / ${ThumbsSecLabel}</p></td></tr><tr ${AckReceipt}><td ${parentLeftSlap}><div class=""biometrics""><h5 ${isChild} class=""leftLittle"">${leftLittle}</h5><h5 ${isChild} class=""leftRing"">${leftRing}</h5><h5 ${isChild} class=""leftMiddle"">${leftMiddle}</h5><h5 class=""${childLeft}"">${leftIndex}</h5><img src=""${LeftPalmImageSource}"" border=""0"" width=""85"" height=""80""/></div></td><td ${parentRightSlap}><div class=""biometrics""><h5 ${isChild} class=""rightIndex"">${rightIndex}</h5><h5 ${isChild} class=""rightMiddle"">${rightMiddle}</h5><h5 ${isChild} class=""rightRing"">${rightRing}</h5><h5 class=""${childRight}"">${rightLittle}</h5><img src=""${RightPalmImageSource}"" border=""0"" width=""85"" height=""80""/></div></td><td ${parentThumbs}><div class=""biometrics""><h5 ${isChild} class=""leftThumb"">${leftThumb}</h5><h5 class=""${childThumbs}"">${rightThumb}</h5><img src=""${ThumbsImageSource}"" border=""0"" width=""85"" height=""80""/></div></td></tr>",10005,Inscription,reg-ack-template-part3,fra,TRUE,superadmin,now()
